	Property Name	Property Location	Price	Property Info
12252	Persiaran Alam Perdana	Bandar Puncak Alam, Selangor	RM 430,000	Landed4 beds3 bathRM 330/sqft1,302 sqft
12253	SPACIOUS! 2 Storey Sect 5 Kota Puteri Batu Arang	Batu Arang, Selangor	RM 345,000	Landed4 beds3 bathRM 246/sqft1,400 sqft
12254	RENOVATED! PLAYGROUND! 2 Storey Cherry Hillpark	Bandar Puncak Alam, Selangor	RM 638,000	Landed4 beds3 bathRM 398/sqft1,600 sqft
12255	URGENT SALE!Astana Alam 3 Kasih Fasa 3 Puncak Alam	Bandar Puncak Alam, Selangor	RM 160,000	Non Landed3 beds2 bathRM 210/sqft760 sqft
12256	1.5 Storey Birch Block  Bandar Tasik Puteri Rawang	Rawang, Selangor	RM 350,000	Landed3 beds3 bathRM 218/sqft1,600 sqft
12257	Worth It Brand New Near UiTM 2 Storey Laman Haris	Bandar Puncak Alam, Selangor	RM 450,000	Landed4 beds3 bathRM -- sqft
12258	Elegance 2 Tingkat Semi D Alam Suria Puncak Alam	Kuala Selangor, Selangor	RM 990,000	Landed4 beds4 bathRM 353/sqft2,800 sqft
12259	Corner Big Extra Land 2 Storey Semi D Puncak Alam	Kuala Selangor, Selangor	RM 788,000	Landed5 beds4 bathRM 192/sqft4,090 sqft
12260	BEAUTIFUL 2 Storey House Castana Tmn Seri Pristana	Jalan SP, Seri Pristana Sungai Buloh, Sungai Buloh, Selangor	RM 661,000	Landed3 beds3 bathRM 374/sqft1,764 sqft
12261	BIG. 1 Storey House Taman Bentara Kuala Selangor	Jalan Bentara 6, Kuala Selangor, Selangor	RM 291,000	Landed4 beds3 bathRM -- sqft
12262	Villa Pawana	Jalan Pawang, Off Jalan Keramat Hujung, Dato' Keramat, Keramat, Kuala Lumpur	RM 555,000	Non Landed3 beds3 bathRM 431/sqft1,285 sqft
12263	Townhouse Taman Impian Indah Bukit Rahman Putra	Bukit Rahman Putra, Selangor	RM 240,000	Landed3 beds2 bathRM -- sqft
12264	Pangsapuri Mediterranean, Taman Sri Muda	Jalan Damai 25/60 Off Persiaran Aman, Shah Alam, Selangor	RM 230,000	Non Landed3 beds2 bathRM 254/sqft904 sqft
12265	Taman Pelangi	Jalan Pelangi, Rawang, Selangor	RM 430,000	Landed4 beds3 bathRM 298/sqft1,440 sqft
12266	Permai Prima @ Bukit Ampang Permai	Jalan M Off Lorong Permai 22,, Ampang, Selangor	RM 260,000	Non Landed3 beds2 bath1 carparkRM 343/sqft758 sqft
12267	Bandar Tasik Puteri	Jalan Tasik Puteri, Rawang, Selangor	RM 339,000	Landed4 beds3 bathRM 289/sqft1,173 sqft
12268	Taman Sri Gombak	Jalan Muhibbah, Batu Caves, Selangor	RM 450,000	Landed3 beds2 bathRM 584/sqft770 sqft
12269	Villa Laman Cahaya	Jalan Cahaya 3, Taman Tun Dr Ismail, Kuala Lumpur	RM 3,800,000	Landed7 + 1 beds5 bath2 carparkRM 1,157/sqft3,282 sqft
12270	Danau Sutera Apartment	Jalan Bbk 1/9, Bandar Baru Kundang, 48020 Rawang, Selangor, Rawang, Selangor	RM 165,000	Non Landed3 beds2 bathRM 191/sqft860 sqft
12271	Alam Idaman	Batu 3, Shah Alam, Selangor	RM 350,000	Non Landed2 beds2 bath2 carparkRM 396/sqft883 sqft
12272	Alam Idaman	Batu 3, Shah Alam, Selangor	RM 450,000	Non Landed3 beds2 bath2 carparkRM 480/sqft936 sqft
12273	Cyberjaya	Persiaran Apec, Persiaran Multimedia, Cyberjaya, Selangor	RM 1,383,300	Landed5 beds5 bathRM 597/sqft2,314 sqft
12274	Taman Bukit Rahman Putra	Jalan BRp, Bukit Rahman Putra, Selangor	RM 545,000	Landed4 beds3 bathRM 419/sqft1,300 sqft
12275	Taman Bukit Rahman Putra	Jalan BRp, Bukit Rahman Putra, Selangor	RM 545,000	Landed4 beds3 bathRM 419/sqft1,300 sqft
12276	Jalan Sawi 24/18	Shah Alam, Selangor	RM 430,000	Landed3 beds1 bathRM 363/sqft1,184 sqft
12277	Taman Pinggiran USJ	Jalan Pinggiran USJ, USJ, Selangor	RM 1,100,000	Landed4 beds3 bathRM 313/sqft3,512 sqft
12278	Hemingway Residence @ Bandar Seri Coalfields	Selangor, Sungai Buloh, Selangor	RM 1,320,000	Landed4 + 1 beds5 bathRM 247/sqft5,328 sqft
12279	Saffron Hills @ Denai Alam	Jalan Elektron U16/34 - U16/36, Denai Alam, Selangor	RM 950,000	Landed4 beds3 bathRM 379/sqft2,502 sqft
12280	Saffron Hills @ Denai Alam	Jalan Elektron U16/34 - U16/36, Denai Alam, Selangor	RM 1,300,000	Landed4 beds3 bathRM 319/sqft4,072.30 sqft
12281	Saffron Hills @ Denai Alam	Jalan Elektron U16/34 - U16/36, Denai Alam, Selangor	RM 1,300,000	Landed4 beds3 bathRM 319/sqft4,072.30 sqft
12282	Kelana Mahkota	Jalan SS7/19, Kelana Jaya, Selangor	RM 530,000	Non Landed3 beds2 bath1 carparkRM 420/sqft1,260 sqft
12283	Taman Rawang Perdana	Jalan Rp, Rawang, Selangor	RM 569,999	Landed4 beds3 bathRM -- sqft
12284	Taman Bukit Mulia	Jalan Ampang, Ulu Kelang, Selangor	RM 650,000	Landed3 beds3 bathRM 464/sqft1,400 sqft
12285	Sunway Kayangan	Jalan Ungu U9/30, Sunway Kayangan, Shah Alam, Selangor	RM 735,000	Landed4 beds3 bath2 carparkRM 445/sqft1,650 sqft
12286	FREEHOLD BRAND NEW Kenwingston Skyloft Condo USJ 1	Subang, Selangor	RM 640,000	Non Landed3 beds2 bath2 carparkRM 752/sqft850 sqft
12287	WORTH BUY.2 Storey Taman Seri Pelangi Bestari Jaya	Batang Berjuntai, Selangor	RM 450,000	Landed4 beds3 bathRM 321/sqft1,399 sqft
12288	FREEHOLD. JERAM. 1 Storey House Taman Ikan Emas	Jeram, Selangor	RM 270,000	Landed3 beds2 bathRM 225/sqft1,200 sqft
12289	[CORNER UNIT. RUMAH UNTUK DIJUAL] 2 STOREY JERAM 	Kuala Selangor, Selangor	RM 380,000	Landed4 beds3 bathRM 142/sqft2,659 sqft
12290	REFURBISHED. RENO 2 Storey Taman Klang Utama Klang	Klang, Selangor	RM 460,000	Landed4 beds2 bathRM 365/sqft1,260 sqft
12291	CORNER. HUGE LAND. 2 Storey Alam Suria Puncak Alam	Bandar Puncak Alam, Selangor	RM 698,000	Landed4 beds3 bathRM 208/sqft3,347 sqft
12292	FACING OPEN. MODERN CONTEMPORARY BUNGALOW.	Sungai Buloh, Selangor	RM 890,000	Landed5 beds4 bathRM 247/sqft3,600 sqft
12293	FACING PLAYGROUND 2 Storey TTDI Aquina Alam Impian	Shah Alam, Selangor	RM 880,000	Landed5 beds5 bathRM 458/sqft1,920 sqft
12294	FREEHOLD. FULLY FURNISHED. LRT KTM. Alam Idaman	Shah Alam, Selangor	RM 450,000	Non Landed3 beds2 bath2 carparkRM 480/sqft936 sqft
12295	FREEHOLD. NEARBY LRT KTM. READY TENANT Alam Idaman	Shah Alam, Selangor	RM 350,000	Non Landed2 beds2 bath2 carparkRM 396/sqft883 sqft
12296	Corner Lot Greenwood Salak Perdana for Sale	Dengkil, Selangor	RM 760,000	Landed4 beds4 bathRM 246/sqft3,078 sqft
12297	Kemuning Utama	Shah Alam, Selangor	RM 830,000	Landed4 beds4 bath2 carparkRM 503/sqft1,650 sqft
12298	Lorong Pending 2E	Klang, Selangor	RM 580,000	Landed4 beds3 bathRM 386/sqft1,500 sqft
12299	Bungalow at Taman Cempaka Banting For Sale	Banting, Selangor	RM 1,250,000	Landed8 beds5 bath5 carparkRM 211/sqft5,922 sqft
12300	Saujana Impian	Jalan Impian Murni 2/2, Taman Impian Murni, Kajang, Selangor	RM 505,000	Landed4 beds3 bathRM 510/sqft990 sqft
12301	[NOT FACING OTHER HOUSES] 2 Storey Semi-D         	Bukit Rahman Putra, Selangor	RM 1,200,000	Landed4 beds4 bathRM 326/sqft3,681 sqft
12302	FREEHOLD. 2 Storey Taman Desa Permai 3 Meru 	Klang, Selangor	RM 460,000	Landed5 beds3 bathRM 328/sqft1,400 sqft
12303	FREEHOLD. ENDLOT. 2 Storey Link House Alam Impian	Shah Alam, Selangor	RM 929,999	Landed4 beds4 bathRM 375/sqft2,476 sqft
12304	BOOKING 1K! Subang 2 DUAL TRIA QUAD Keys Concept!	Subang Bestari, Selangor	RM 688,000	Non Landed3 beds2 bathRM 637/sqft1,079 sqft
12305	CORNER USJ FACE OPEN 2 Storey Putra Heights Subang	Subang Jaya, Selangor	RM 950,000	Landed4 beds3 bathRM 308/sqft3,080 sqft
12306	[CORNER.FREEHOLD]1 Storey PJU Bandar Sri Damansara	Damansara, Kuala Lumpur	RM 1,200,000	Landed4 beds2 bathRM 375/sqft3,197 sqft
12307	[FACING OPEN. BELOW MV] 2 Storey Sect 9 Shah Alam	Shah Alam, Selangor	RM 670,000	Landed4 beds3 bathRM -- sqft
12308	2 Storey SemiD Bungalow 28Residency Sunway Damansa	Kota Damansara, Selangor	RM 2,100,000	Landed6 beds5 bathRM 375/sqft5,600 sqft
12309	Kelana Mahkota	Jalan SS7/19, Kelana Jaya, Selangor	RM 560,000	Non Landed3 beds2 bathRM 444/sqft1,260 sqft
12310	PARTLY FURNISHED. KITCHEN CABINET. Alami Residensi	Shah Alam, Selangor	RM 480,000	Non Landed3 beds2 bath2 carparkRM 443/sqft1,082 sqft
12311	CORNER. NEAR LRT MRT. Duplex Penthouse Sri Lojing	Wangsa Maju, Kuala Lumpur	RM 530,000	Non Landed3 beds2 bath2 carparkRM 384/sqft1,380 sqft
12312	POOL VIEW. LOW FLOOR 2CP Metropolitan Square Condo	Damansara Perdana, Selangor	RM 450,000	Non Landed3 beds2 bath2 carparkRM 461/sqft975 sqft
12313	FREEHOLD. KITCHEN CABINET. 2CP. Ken Rimba Condo	Shah Alam, Selangor	RM 568,000	Non Landed3 beds2 bath2 carparkRM 507/sqft1,119 sqft
12314	FACING GREENERY. SEJUK. MORNING SUN. Danau Sutera	Rawang, Selangor	RM 175,000	Non Landed3 beds2 bathRM 203/sqft860 sqft
12315	USJ 1	Jalan USJ 1/1, USJ, Selangor	RM 650,000	Landed4 + 1 beds3 bathRM 464/sqft1,400 sqft
12316	Taman Desa Subang Permai	Jalan Subang Permai U6, Subang, Selangor	RM 730,000	Landed3 beds2 bathRM 146/sqft5,000 sqft
12317	Seksyen 7, Shah Alam	Persiaran Kayangan, Shah Alam, Selangor	RM 700,000	Landed4 beds3 bathRM 454/sqft1,540 sqft
12318	Bandar Saujana Putra	Bandar Saujana Putra, Bandar Saujana Putra, Selangor	RM 490,000	Landed4 beds3 bathRM 350/sqft1,400 sqft
12319	Kampung Lombong	Jalan Lombong Besi, Shah Alam, Selangor	RM 559,999	Landed4 beds3 bathRM 400/sqft1,400 sqft
12320	CORNER. FULLY FURNISHED 2 Storey Bukit Rawang Jaya	Rawang, Selangor	RM 550,000	Landed4 beds3 bathRM 189/sqft2,900 sqft
12321	Taman Lestari Putra	Jalan LEP 5, Taman Lestari Putra, 43300 Seri Kembangan, Selangor, Seri Kembangan, Selangor	RM 570,000	Landed4 beds3 bathRM 370/sqft1,540 sqft
12322	Taman Koperasi Polis Fasa 2	Off Jalan 46/10, Gombak, Kuala Lumpur	RM 545,000	Landed4 beds3 bathRM 619/sqft880 sqft
12323	Apartment Putra 1 Bandar Seri Putra Bangi	Apartment Putra 1 Bandar Seri Putra, Bangi, Selangor	RM 435,000	Non Landed3 beds2 bathRM 412/sqft1,055 sqft
12324	Saujana Impian	Jalan Impian Murni 2/2, Taman Impian Murni, Kajang, Selangor	RM 588,000	Landed4 beds3 bathRM 326/sqft1,800 sqft
12325	Taman Impian Putra	Kajang, Selangor	RM 1,300,000	Landed6 beds7 bathRM 236/sqft5,490 sqft
12326	Saujana Impian	Jalan Impian Murni 2/2, Taman Impian Murni, Kajang, Selangor	RM 570,000	Landed4 beds3 bathRM 316/sqft1,800 sqft
12327	Seksyen 5, Bandar Baru Bangi	Jalan 5, Bangi, Selangor	RM 280,000	Landed3 beds3 bathRM 273/sqft1,022 sqft
12328	Reflexion Pool Villa Bandar Nusaputra Timur Puchon	Bandar Nusaputra Timur Puchong South, Puchong South, Selangor	RM 1,280,000	Landed4 beds5 bathRM 627/sqft2,040 sqft
12329	Riverview Kemensah	Jalan Melawati 5A, Taman Melawati, Selangor	RM 2,400,000	Landed6 beds6 bathRM 750/sqft3,200 sqft
12330	Hill Park Residence @ Bandar Teknologi Kajang	Bandar Teknologi Kajang, 43500 Semenyih, Selangor, Semenyih, Selangor	RM 430,000	Non Landed3 beds2 bathRM 414/sqft1,038 sqft
12331	Irama Wangsa	Jalan 26/24 Off Seksyen 10, Wangsa Maju, Kuala Lumpur	RM 650,000	Non Landed3 beds2 bathRM 564/sqft1,152 sqft
12332	Taman Sekamat Jaya	Jalan Sekamat Jaya, Taman Sekamat Jaya, Kajang, Selangor	RM 850,000	Landed5 beds3 bathRM 303/sqft2,800 sqft
12333	Kristal Heights, Gombak	Jalan SG 8/1, Taman Sri Gombak, Batu Caves, Gombak, Selangor	RM 370,000	Non Landed3 beds2 bathRM 369/sqft1,001 sqft
12334	FULLY RENOVATED Semi D Anjung Suasana Bandar Seri 	D Anjung Suasana Bandar Seri Putra Bangi, Bangi, Selangor	RM 1,250,000	Landed6 beds7 bathRM 390/sqft3,200 sqft
12335	Suasana Sentral Loft	Jalan Stesen Sentral 5, KL Sentral, Kuala Lumpur	RM 1,300,000	Non Landed3 beds3 bathRM 821/sqft1,582 sqft
12336	Bandar Pelangi Semenyih 2	Persiaran Tps, Semenyih, Selangor	RM 470,000	Landed4 beds3 bathRM 391/sqft1,200 sqft
12337	Puncak Saujana	Puncak Saujana, Kajang, Selangor	RM 630,000	Landed4 beds3 bathRM 381/sqft1,650 sqft
12338	The Reach @ Tinggian Titiwangsa	Off Jalan Pahang, Setapak, Kuala Lumpur	RM 930,000	Non Landed4 beds3 bathRM 610/sqft1,524 sqft
12339	7 Tree Seven Residence	Off Jalan Cuepacs 3, Kajang, Selangor	RM 380,000	Non Landed4 beds2 bathRM 359/sqft1,056 sqft
12340	Bandar Tun Hussein Onn	Jalan Suakasih, Batu 9th Cheras, Selangor	RM 580,000	Landed4 beds4 bathRM 351/sqft1,650 sqft
12341	Bandar Seri Putra	Jalan Seri Putra, Bangi, Selangor	RM 595,000	Landed5 beds3 bathRM 338/sqft1,760 sqft
12342	7 Tree Seven Residence	Off Jalan Cuepacs 3, Kajang, Selangor	RM 360,000	Non Landed3 beds2 bathRM 401/sqft896 sqft
12343	Kajang East	Off Jalan Semenyih, Semenyih, Selangor	RM 840,000	Landed4 beds4 bathRM 477/sqft1,760 sqft
12344	Pangsapuri Miro	Taman Putra Kajang, Kajang, Selangor	RM 265,000	Non Landed4 beds3 bathRM 203/sqft1,300 sqft
12345	Expressionz Professional Suites	Jalan 2/65a, Off Jalan Tun Razak, KL City, Kuala Lumpur	RM 830,000	Non Landed2 beds2 bathRM 1,290/sqft643 sqft
12346	BELOW MARKET 2 Storey Terrace Taman Universiti Ban	Taman Universiti Bangi, Bangi, Selangor	RM 490,000	Landed4 beds3 bathRM 319/sqft1,536 sqft
12347	Inwood Residences	Pantai Sentral Park Off Jalan Pantai Murni, Pantai Dalam/Kerinchi, Kuala Lumpur	RM 998,000	Non Landed3 beds2 bathRM 821/sqft1,215 sqft
12348	Taman Damai Mewah	Jalan Damai Mewah 2, Taman Damai Mewah, Kajang, Selangor	RM 250,000	Non Landed3 beds2 bathRM 292/sqft855 sqft
12349	Le Jardin	Jalan Pandah Indah 6/1, Pandan Indah, Pandan, Pandan Indah, Selangor	RM 320,000	Non Landed3 beds2 bathRM 332/sqft962 sqft
12350	Suasana Sentral Loft	Jalan Stesen Sentral 5, KL Sentral, Kuala Lumpur	RM 990,000	Non Landed2 + 1 beds2 bathRM 900/sqft1,100 sqft
12351	Taman Puchong Intan	Puchong, Selangor	RM 445,000	Landed3 beds2 bathRM 539/sqft825 sqft
12352	Bandar Sunway	Jalan PJS, Bandar Sunway, Selangor	RM 800,000	Landed4 beds3 bathRM 484/sqft1,650 sqft
12353	Langat Jaya	Jalan Dato Alias, Kampung Melaka, Batu 9th Cheras, Selangor	RM 320,000	Non Landed3 beds2 bathRM 341/sqft938 sqft
12354	Putra Villa	Jalan Terminal Putra, Gombak, Kuala Lumpur	RM 1,400,000	Non Landed6 beds4 bathRM 421/sqft3,322 sqft
12355	Cascadia Lake Vista	Jalan Tasik Prima 4, Puchong, Selangor	RM 570,000	Landed4 beds3 bathRM 487/sqft1,170 sqft
12356	Renovated 2.5 Storey Taman Sinar Samudra Batu Cave	Gombak, Selangor	RM 1,190,000	Landed5 beds4 bathRM 746/sqft1,595 sqft
12357	Taman Bukit Mewah	Kajang, Selangor	RM 660,000	Landed4 beds4 bathRM 471/sqft1,400 sqft
12358	1 Storey Terrace Taman Bukit Mewah Kajang	Taman Bukit Mewah Kajang, Kajang, Selangor	RM 440,000	Landed3 beds2 bathRM 314/sqft1,400 sqft
12359	Taman Desiran Bayu	Jalan Desiran Bayu, Puchong, Selangor	RM 520,000	Landed4 beds3 bathRM 481/sqft1,080 sqft
12360	Bandar Puteri Puchong	Jalan Puteri, Bandar Puteri Puchong, Selangor	RM 4,200,000	Landed7 beds5 bathRM 642/sqft6,540 sqft
12361	Taman Bukit Kajang Baru	Jalan Baru, Taman Bukit Kajang Baru, Kajang, Selangor	RM 550,000	Landed4 beds3 bathRM 392/sqft1,400 sqft
12362	Taman Cheras Indah	Taman Cheras Indah, Cheras, Selangor	RM 648,000	Landed3 beds2 bathRM 720/sqft900 sqft
12363	Bandar Teknologi Kajang	Jalan 1/18, Semenyih, Selangor	RM 980,000	Landed5 beds4 bathRM 326/sqft3,000 sqft
12364	Cascadia Lake Vista	Jalan Tasik Prima 4, Puchong, Selangor	RM 568,000	Landed4 beds4 bathRM 278/sqft2,040 sqft
12365	2 Storey Terrace Taman Sri Jelok Kajang	Taman Sri Jelok Kajang, Kajang, Selangor	RM 478,000	Landed4 beds2 bathRM 310/sqft1,540 sqft
12366	Kepong Baru	Kepong Baru, Kepong, Kuala Lumpur	RM 679,000	Landed3 beds2 bathRM 771/sqft880 sqft
12367	Pangsapuri Sering Casuarina	Jalan Sering, Batu 9th Cheras, Selangor	RM 285,000	Non Landed3 beds2 bathRM 348/sqft818 sqft
12368	Corner 2 Storey Segar Perdana Cheras Alam Damai Ba	Taman Segar Perdana Cheras, Cheras, Kuala Lumpur	RM 1,580,000	Landed4 beds3 bathRM 246/sqft6,400 sqft
12369	Prima Saujana, Kajang	Jalan Prima Saujana, Kajang, Selangor	RM 520,000	Landed4 beds3 bathRM 444/sqft1,170 sqft
12370	SL 11, Bandar Sungai Long	Jalan SL 11, Bandar Sungai Long, Selangor	RM 630,000	Landed4 beds3 bathRM 450/sqft1,400 sqft
12371	Alam Idaman	Batu 3, Shah Alam, Selangor	RM 400,000	Non Landed3 beds2 bath2 carparkRM 431/sqft926 sqft
12372	[NOT FACING OTHER HOUSES] 2 Storey Semi-D         	Bukit Rahman Putra, Selangor	RM 1,200,000	Landed4 beds4 bathRM 326/sqft3,681 sqft
12373	FREEHOLD. 2 Storey Taman Desa Permai 3 Meru 	Klang, Selangor	RM 460,000	Landed5 beds3 bathRM 328/sqft1,400 sqft
12374	FREEHOLD. ENDLOT. 2 Storey Link House Alam Impian	Shah Alam, Selangor	RM 929,999	Landed4 beds4 bathRM 375/sqft2,476 sqft
12375	BOOKING 1K! Subang 2 DUAL TRIA QUAD Keys Concept!	Subang Bestari, Selangor	RM 688,000	Non Landed3 beds2 bathRM 637/sqft1,079 sqft
12376	CORNER USJ FACE OPEN 2 Storey Putra Heights Subang	Subang Jaya, Selangor	RM 950,000	Landed4 beds3 bathRM 308/sqft3,080 sqft
12377	[CORNER.FREEHOLD]1 Storey PJU Bandar Sri Damansara	Damansara, Kuala Lumpur	RM 1,200,000	Landed4 beds2 bathRM 375/sqft3,197 sqft
12378	[FACING OPEN. BELOW MV] 2 Storey Sect 9 Shah Alam	Shah Alam, Selangor	RM 670,000	Landed4 beds3 bathRM -- sqft
12379	2 Storey SemiD Bungalow 28Residency Sunway Damansa	Kota Damansara, Selangor	RM 2,100,000	Landed6 beds5 bathRM 375/sqft5,600 sqft
12380	Kelana Mahkota	Jalan SS7/19, Kelana Jaya, Selangor	RM 560,000	Non Landed3 beds2 bathRM 444/sqft1,260 sqft
12381	PARTLY FURNISHED. KITCHEN CABINET. Alami Residensi	Shah Alam, Selangor	RM 480,000	Non Landed3 beds2 bath2 carparkRM 443/sqft1,082 sqft
12382	CORNER. NEAR LRT MRT. Duplex Penthouse Sri Lojing	Wangsa Maju, Kuala Lumpur	RM 530,000	Non Landed3 beds2 bath2 carparkRM 384/sqft1,380 sqft
12383	POOL VIEW. LOW FLOOR 2CP Metropolitan Square Condo	Damansara Perdana, Selangor	RM 450,000	Non Landed3 beds2 bath2 carparkRM 461/sqft975 sqft
12384	FREEHOLD. KITCHEN CABINET. 2CP. Ken Rimba Condo	Shah Alam, Selangor	RM 568,000	Non Landed3 beds2 bath2 carparkRM 507/sqft1,119 sqft
12385	FACING GREENERY. SEJUK. MORNING SUN. Danau Sutera	Rawang, Selangor	RM 175,000	Non Landed3 beds2 bathRM 203/sqft860 sqft
12386	USJ 1	Jalan USJ 1/1, USJ, Selangor	RM 650,000	Landed4 + 1 beds3 bathRM 464/sqft1,400 sqft
12387	Taman Desa Subang Permai	Jalan Subang Permai U6, Subang, Selangor	RM 730,000	Landed3 beds2 bathRM 146/sqft5,000 sqft
12388	Seksyen 7, Shah Alam	Persiaran Kayangan, Shah Alam, Selangor	RM 700,000	Landed4 beds3 bathRM 454/sqft1,540 sqft
12389	Bandar Saujana Putra	Bandar Saujana Putra, Bandar Saujana Putra, Selangor	RM 490,000	Landed4 beds3 bathRM 350/sqft1,400 sqft
12390	Kampung Lombong	Jalan Lombong Besi, Shah Alam, Selangor	RM 559,999	Landed4 beds3 bathRM 400/sqft1,400 sqft
12391	CORNER. FULLY FURNISHED 2 Storey Bukit Rawang Jaya	Rawang, Selangor	RM 550,000	Landed4 beds3 bathRM 189/sqft2,900 sqft
12392	FACING OPEN RENOVATED 3,400SQFT 2 Storey SemiD BTP	Rawang, Selangor	RM 660,000	Landed5 beds3 bathRM 194/sqft3,400 sqft
12393	FREEHOLD PLAYGROUND EXTRA LAND 2 Storey MResidence	Rawang, Selangor	RM 600,000	Landed5 beds5 bathRM 339/sqft1,765 sqft
12394	NEWLY RENO. ENDLOT. NON BUMI 2 Storey Nusa Rhu U10	Shah Alam, Selangor	RM 695,000	Landed4 beds3 bathRM 397/sqft1,750 sqft
12395	EXTRA 7FTBACK BEAUTIFULLAYOUT 2 Storey Puncak Alam	Bandar Puncak Alam, Selangor	RM 450,000	Landed4 beds3 bathRM 321/sqft1,400 sqft
12396	CHEAP WORTH. BMV. NEAR UiTM 2 Storey Saujana Utama	Sungai Buloh, Selangor	RM 430,000	Landed4 beds3 bathRM 300/sqft1,430 sqft
12397	GUARDED MALAYNEIGHBOURHOOD 2 Storey Puncak Bestari	Bandar Puncak Alam, Selangor	RM 580,000	Landed4 beds4 bathRM 345/sqft1,680 sqft
12398	CORNER FREEHOLD BRAND NEW 2 Storey Denai Alam 	Denai Alam, Selangor	RM 1,350,000	Landed5 beds4 bathRM 359/sqft3,760 sqft
12399	CORNER FACINGOPEN FREEHOLD WALKMASJID Sri Damansar	Bandar Sri Damansara, Selangor	RM 1,250,000	Landed5 beds3 bathRM 475/sqft2,630 sqft
12400	2 Storey Bungalow DVilla Equestrian Kota Damansara	Kota Damansara, Selangor	RM 3,300,000	Landed6 beds5 bathRM 750/sqft4,400 sqft
12401	2 Storey Bungalow DVilla Equestrian Kota Damansara	Kota Damansara, Selangor	RM 3,300,000	Landed6 beds5 bathRM 750/sqft4,400 sqft
12402	KLCC VIEW.BEAUTIFUL ID. FF. WALK-LRT Suria Jelatek	Ampang Hilir, Kuala Lumpur	RM 630,000	Non Landed3 beds2 bath1 carparkRM 443/sqft1,421 sqft
12403	BEAUTIFUL. KITCHEN CABINET 2 Storey Saujana Rawang	Rawang, Selangor	RM 470,000	Landed4 beds3 bathRM 328/sqft1,430 sqft
12404	FACING OPEN. EXTRA 7FT BACK. 2 Storey Alam Sutera	Bandar Puncak Alam, Selangor	RM 430,000	Landed4 beds3 bathRM 307/sqft1,400 sqft
12405	GATED GUARDED. MRT 2 Storey Cecawi Kota Damansara 	Kota Damansara, Selangor	RM 830,000	Landed4 beds3 bathRM 503/sqft1,650 sqft
12406	MRT FULLY RENO FACING OPEN 2 Storey Kota Damansara	Kota Damansara, Selangor	RM 950,000	Landed4 beds3 bathRM 527/sqft1,800 sqft
12407	MRT FH. 2 Storey Superlink Bandar Seri Coalfields 	Sungai Buloh, Selangor	RM 590,000	Landed4 beds4 bath2 carparkRM 270/sqft2,180 sqft
12408	CORNER. LONG BALCONY. Duplex Penthouse Sri Lojing	Wangsa Maju, Kuala Lumpur	RM 748,000	Non Landed4 beds3 bath2 carparkRM 288/sqft2,594 sqft
12409	Persiaran Alam Perdana	Bandar Puncak Alam, Selangor	RM 430,000	Landed4 beds3 bathRM 330/sqft1,302 sqft
12410	SPACIOUS! 2 Storey Sect 5 Kota Puteri Batu Arang	Batu Arang, Selangor	RM 345,000	Landed4 beds3 bathRM 246/sqft1,400 sqft
12411	RENOVATED! PLAYGROUND! 2 Storey Cherry Hillpark	Bandar Puncak Alam, Selangor	RM 638,000	Landed4 beds3 bathRM 398/sqft1,600 sqft
12412	URGENT SALE!Astana Alam 3 Kasih Fasa 3 Puncak Alam	Bandar Puncak Alam, Selangor	RM 160,000	Non Landed3 beds2 bathRM 210/sqft760 sqft
12413	1.5 Storey Birch Block  Bandar Tasik Puteri Rawang	Rawang, Selangor	RM 350,000	Landed3 beds3 bathRM 218/sqft1,600 sqft
12414	Worth It Brand New Near UiTM 2 Storey Laman Haris	Bandar Puncak Alam, Selangor	RM 450,000	Landed4 beds3 bathRM -- sqft
12415	Elegance 2 Tingkat Semi D Alam Suria Puncak Alam	Kuala Selangor, Selangor	RM 990,000	Landed4 beds4 bathRM 353/sqft2,800 sqft
12416	Corner Big Extra Land 2 Storey Semi D Puncak Alam	Kuala Selangor, Selangor	RM 788,000	Landed5 beds4 bathRM 192/sqft4,090 sqft
12417	BEAUTIFUL 2 Storey House Castana Tmn Seri Pristana	Jalan SP, Seri Pristana Sungai Buloh, Sungai Buloh, Selangor	RM 661,000	Landed3 beds3 bathRM 374/sqft1,764 sqft
12418	BIG. 1 Storey House Taman Bentara Kuala Selangor	Jalan Bentara 6, Kuala Selangor, Selangor	RM 291,000	Landed4 beds3 bathRM -- sqft
12419	Villa Pawana	Jalan Pawang, Off Jalan Keramat Hujung, Dato' Keramat, Keramat, Kuala Lumpur	RM 555,000	Non Landed3 beds3 bathRM 431/sqft1,285 sqft
12420	Townhouse Taman Impian Indah Bukit Rahman Putra	Bukit Rahman Putra, Selangor	RM 240,000	Landed3 beds2 bathRM -- sqft
12421	SL 11, Bandar Sungai Long	Jalan SL 11, Bandar Sungai Long, Selangor	RM 630,000	Landed4 beds3 bathRM 450/sqft1,400 sqft
12422	Alam Idaman	Batu 3, Shah Alam, Selangor	RM 400,000	Non Landed3 beds2 bath2 carparkRM 431/sqft926 sqft
12423	[NOT FACING OTHER HOUSES] 2 Storey Semi-D         	Bukit Rahman Putra, Selangor	RM 1,200,000	Landed4 beds4 bathRM 326/sqft3,681 sqft
12424	FREEHOLD. 2 Storey Taman Desa Permai 3 Meru 	Klang, Selangor	RM 460,000	Landed5 beds3 bathRM 328/sqft1,400 sqft
